metric,raw_mean,clean_mean,t_stat,p_value
avg_tfidf_per_doc,0.0010804293927446742,0.0008944876877773354,175.02481021183007,0.0
nnz_terms_per_doc,224.8114785992218,154.9875486381323,108.01977364810314,0.0
